id1,affil1,affil_tokens_labeled,affil_tokens,total_entities
7906,"Universidad Politécnica de Madrid (UPM), Madrid, Spain",Universidad Politécnica de Madrid<ORG>; UPM<LOC>; Madrid<LOC>; Spain<LOC>,Universidad Politécnica de Madrid; UPM; Madrid; Spain,4
9288,"Universidad Politécnica de Madrid, Spain",Universidad Politécnica de Madrid<ORG>; Spain<LOC>,Universidad Politécnica de Madrid; Spain,2
8396,"Universidade Federal do Rio de Janeiro, Rio de Janeiro-RJ, Brazil",Universidade Federal do Rio de Janeiro<LOC>; Rio de Janeiro-RJ<LOC>; Brazil<LOC>,Universidade Federal do Rio de Janeiro; Rio de Janeiro-RJ; Brazil,3
8398,"Universidade Federal do Rio Grande do Sul, Brazil",Universidade Federal do Rio Grande do Sul<LOC>; Brazil<LOC>,Universidade Federal do Rio Grande do Sul; Brazil,2
4705,"Università """"La Sapienza"""", Roma, Italy",La Sapienza<MISC>; Roma<LOC>; Italy<LOC>,La Sapienza; Roma; Italy,3
9708,"Università della Basilicata -- Potenza, Italy",Università della Basilicata<LOC>; Potenza<LOC>; Italy<LOC>,Università della Basilicata; Potenza; Italy,3
7226,"Università della Basilicata, c.da Macchia Romana, 85100 Potenza, Italy",Università della Basilicata<LOC>; Macchia Romana<LOC>; Potenza<LOC>; Italy<LOC>,Università della Basilicata; Macchia Romana; Potenza; Italy,4
2128,"Università della Basilicata, Potenza, Italy",Università della Basilicata<LOC>; Potenza<LOC>; Italy<LOC>,Università della Basilicata; Potenza; Italy,3
4696,"Università della Calabria, Rende, Italy",Università della Calabria<ORG>; Rende<LOC>; Italy<LOC>,Università della Calabria; Rende; Italy,3
2231,"Università di Milano, Crema - Italy",Università di Milano<LOC>; Crema - Italy<LOC>,Università di Milano; Crema - Italy,2
5634,"Universita di Pisa, Pisa, Italy",Universita di Pisa<LOC>; Pisa<LOC>; Italy<LOC>,Universita di Pisa; Pisa; Italy,3
184,"Università di Roma """"La Sapienza""""",Università di Roma<ORG>; La Sapienza<MISC>,Università di Roma; La Sapienza,2
622,"Universita di Roma """"La Sapienza"""", Roma, Italy",La Sapienza<MISC>; Roma<LOC>; Italy<LOC>,La Sapienza; Roma; Italy,3
7813,"Università di Roma “La Sapienza”, Dipartimento di Informatica e Sistemistica, Via Salaria 113, 00198 Roma, Italy; E-mail: mecella@dis.uniromA1.it",Università di Roma<ORG>; La Sapienza<MISC>; Dipartimento di Informatica<LOC>; Sistemistica<LOC>; Via Salaria<LOC>; Roma<LOC>; Italy<LOC>; E-mail<MISC>,Università di Roma; La Sapienza; Dipartimento di Informatica; Sistemistica; Via Salaria; Roma; Italy; E-mail,8
7597,Universita di Roma Tre,Universita di Roma Tre<ORG>,Universita di Roma Tre,1
5535,"Università di Torino, Torino, Italy",Università di Torino<ORG>; Torino<LOC>; Italy<LOC>,Università di Torino; Torino; Italy,3
8961,Università Roma Tre,Università Roma Tre<ORG>,Università Roma Tre,1
9709,"Università Roma Tre -- Roma, Italy",Università Roma Tre<ORG>; Roma<LOC>; Italy<LOC>,Università Roma Tre; Roma; Italy,3
2127,"Università Roma Tre, Roma, Italy",Università Roma Tre<ORG>; Roma<LOC>; Italy<LOC>,Università Roma Tre; Roma; Italy,3
8879,"Università Roma Tre, Rome, Italy",Università Roma Tre<ORG>; Rome<LOC>; Italy<LOC>,Università Roma Tre; Rome; Italy,3
7225,"Università Roma Tre, Via della Vasca Navale, 79 00149 Roma, Italy",Università Roma Tre<ORG>; Via della Vasca Navale<LOC>; Roma<LOC>; Italy<LOC>,Università Roma Tre; Via della Vasca Navale; Roma; Italy,4
6206,"Universitàà della Basilicata, Potenza, Italy",Universitàà della Basilicata<MISC>; Potenza<LOC>; Italy<LOC>,Universitàà della Basilicata; Potenza; Italy,3
8489,"Universität des Saarlandes, Saarbrücken, Germany",Universität des Saarlandes<ORG>; Saarbrücken<LOC>; Germany<LOC>,Universität des Saarlandes; Saarbrücken; Germany,3
3035,"Universität Karlsruhe (TH), Germany",Universität Karlsruhe<ORG>; TH<ORG>; Germany<LOC>,Universität Karlsruhe; TH; Germany,3
7875,"Universität Leipzig, Institut für Informatik, 04109 Leipzig, Germany; (e-mail: rahm@informatik.uni-leipzig.de)",Universität Leipzig<ORG>; Institut für Informatik<ORG>; Leipzig<LOC>; Germany<LOC>; rahm@informatik.uni-leipzig.de<ORG>,Universität Leipzig; Institut für Informatik; Leipzig; Germany; rahm@informatik.uni-leipzig.de,5
8583,"Universität Magdeburg, Germany",Universität Magdeburg<ORG>; Germany<LOC>,Universität Magdeburg; Germany,2
4576,"Universität Mannheim, Mannheim, Germany",Universität Mannheim<ORG>; Mannheim<LOC>; Germany<LOC>,Universität Mannheim; Mannheim; Germany,3
7704,"Universität Mannheim; e-mail: [mildenbe|rschiele]@uni-mannheim.de, [helmer|moerkotte]@informatik.uni-mannheim.de",Universität Mannheim<ORG>,Universität Mannheim,1
7869,"Universität Münster, Institut für Wirtschaftsinformatik, Leonardo-Campus 3, 48149 Münster, Germany; e-mail: {lechten,vossen}@helios.uni-muenster.de","Universität Münster<ORG>; Institut für Wirtschaftsinformatik<ORG>; Leonardo-Campus<PER>; Münster<LOC>; Germany<LOC>; lechten,vossen}@helios.uni-muenster.de<LOC>","Universität Münster; Institut für Wirtschaftsinformatik; Leonardo-Campus; Münster; Germany; lechten,vossen}@helios.uni-muenster.de",6
1257,"Universität Passau, Fakultät für Mathematik und Informatik, Passau, Germany",Universität Passau<ORG>; Passau<LOC>; Germany<LOC>,Universität Passau; Passau; Germany,3
7754,"Universität Passau, Lehrstuhl für Informatik, 94030 Passau, Germany; E-mail: {claussen,kemper,kossmann,wiesner}@db.fmi.uni-passau.de",Universität Passau<ORG>; Passau<LOC>; Germany<LOC>; E-mail<MISC>,Universität Passau; Passau; Germany; E-mail,4
7820,"Universität Passau, Lehrstuhl für Informatik, 94030 Passau, Germany; E-mail: <lastname>@db.fmi.uni-passau.de",Universität Passau<ORG>; Passau<LOC>; Germany<LOC>; E-mail<MISC>,Universität Passau; Passau; Germany; E-mail,4
1190,"Universität Passau, Passau, Germany",Universität Passau<ORG>; Passau<LOC>; Germany<LOC>,Universität Passau; Passau; Germany,3
2157,"Universitat Politècnica de Catalunya, Barcelona, Caalonia, Spain",Barcelona<LOC>; Caalonia<LOC>; Spain<LOC>,Barcelona; Caalonia; Spain,3
2156,"Universitat Politècnica de Catalunya, Barcelona, Catalonia, Spain",Barcelona<LOC>; Catalonia<LOC>; Spain<LOC>,Barcelona; Catalonia; Spain,3
6378,"Universität Tübingen, Tübingen, Germany",Universität Tübingen<ORG>; Tübingen<ORG>; Germany<LOC>,Universität Tübingen; Tübingen; Germany,3
8254,"Université de Mons-Hainaut, Mons, Belgium",Université de Mons-Hainaut<LOC>; Mons<LOC>; Belgium<LOC>,Université de Mons-Hainaut; Mons; Belgium,3
2491,Université de Nantes,Université de Nantes<ORG>,Université de Nantes,1
7870,"Université de Paris-Sud, LRI, CNRS-UMR 8623, Bât. 490, 91405 Orsay, France; e-mail: spyratos@lri.fr",Université de Paris-Sud<ORG>; LRI<MISC>; CNRS-UMR 8623<MISC>; Bât<LOC>; Orsay<LOC>; France<LOC>,Université de Paris-Sud; LRI; CNRS-UMR 8623; Bât; Orsay; France,6
6535,"Université Paris 9 (Dauphine), Pl. du Mal de Lattre, Paris 75016, France",Université Paris 9<ORG>; Dauphine<MISC>; Pl. du Mal de Lattre<MISC>; Paris<LOC>; France<LOC>,Université Paris 9; Dauphine; Pl. du Mal de Lattre; Paris; France,5
8255,"Université Paris Dauphine, Paris, France",Université Paris Dauphine<ORG>; Paris<LOC>; France<LOC>,Université Paris Dauphine; Paris; France,3
9785,"Université Paris-Sud, France",Université Paris-Sud<LOC>; France<LOC>,Université Paris-Sud; France,2
8607,"University at Albany, State University of New York, Albany, NY",University at Albany<ORG>; State University of New York<ORG>; Albany<LOC>; NY<LOC>,University at Albany; State University of New York; Albany; NY,4
4680,"University at Albany, SUNY, Albany, NY",University at Albany<ORG>; SUNY<ORG>; Albany<LOC>; NY<LOC>,University at Albany; SUNY; Albany; NY,4
7972,"University at Buffalo, Buffalo, New York",University at Buffalo<ORG>; Buffalo<LOC>; New York<LOC>,University at Buffalo; Buffalo; New York,3
3168,"University at Buffalo, Buffalo, NY",University at Buffalo<ORG>; Buffalo<LOC>; NY<LOC>,University at Buffalo; Buffalo; NY,3
8593,"University at Buffalo, State University of New York, Buffalo, NY",University at Buffalo<ORG>; State University of New York<ORG>; Buffalo<LOC>; NY<LOC>,University at Buffalo; State University of New York; Buffalo; NY,4
3935,University Freiburg,University Freiburg<ORG>,University Freiburg,1
3928,University Marburg,University Marburg<LOC>,University Marburg,1
5531,"University of Aberdeen, United Kingdom",University of Aberdeen<ORG>; United Kingdom<LOC>,University of Aberdeen; United Kingdom,2
9148,University of Alberta,University of Alberta<ORG>,University of Alberta,1
1434,"University of Alberta, Department of Computing Science, Edmonton, Alberta, Canada",University of Alberta<ORG>; Department of Computing Science<ORG>; Edmonton<LOC>; Alberta<LOC>; Canada<LOC>,University of Alberta; Department of Computing Science; Edmonton; Alberta; Canada,5
273,"University of Alberta, Edmonton, Alberta, Canada",University of Alberta<ORG>; Edmonton<LOC>; Alberta<LOC>; Canada<LOC>,University of Alberta; Edmonton; Alberta; Canada,4
7596,University of Antwerp,University of Antwerp<ORG>,University of Antwerp,1
8451,"University of Antwerp, Antwerp, Belgium",University of Antwerp<ORG>; Antwerp<ORG>; Belgium<LOC>,University of Antwerp; Antwerp; Belgium,3
7646,"University of Antwerp, Wilrijk, Belgium",University of Antwerp<ORG>; Wilrijk<LOC>; Belgium<LOC>,University of Antwerp; Wilrijk; Belgium,3
7038,University of Arizona,University of Arizona<ORG>,University of Arizona,1
3659,University of Arizona at Tucson,University of Arizona<ORG>; Tucson<LOC>,University of Arizona; Tucson,2
8301,"University of Arizona, AZ",University of Arizona<ORG>; AZ<ORG>,University of Arizona; AZ,2
1839,"University of Arizona, Department of Computer Science, Tucson, AZ",University of Arizona<ORG>; Department of Computer Science<ORG>; Tucson<ORG>; AZ<ORG>,University of Arizona; Department of Computer Science; Tucson; AZ,4
60,"University of Arizona, Tucson, AZ",University of Arizona<ORG>; Tucson<LOC>; AZ<ORG>,University of Arizona; Tucson; AZ,3
5839,"University of Arizona, Tucson, AZ, USA",University of Arizona<ORG>; Tucson<LOC>; AZ<ORG>; USA<LOC>,University of Arizona; Tucson; AZ; USA,4
5645,"University of Athens, Athens, Greece",University of Athens<ORG>; Athens<LOC>; Greece<LOC>,University of Athens; Athens; Greece,3
9384,"University of Athens, Athens, Greece 15771",University of Athens<ORG>; Athens<LOC>; Greece<LOC>,University of Athens; Athens; Greece,3
8611,"University of Athens, Athens, Greece 15784",University of Athens<ORG>; Athens<LOC>; Greece<LOC>,University of Athens; Athens; Greece,3
4050,"University of Athens, Hellas",University of Athens<ORG>; Hellas<LOC>,University of Athens; Hellas,2
3546,University of Augsburg,University of Augsburg<ORG>,University of Augsburg,1
3926,University of Basilicata,University of Basilicata<ORG>,University of Basilicata,1
3641,University of Bologna,University of Bologna<ORG>,University of Bologna,1
1080,University of British Columbia,University of British Columbia<ORG>,University of British Columbia,1
7712,"University of British Columbia, 201-2366 Main Mall, Vancouver, BC V6T 1Z4, Canada; e-mail: laks@cs.ubc.ca",University of British Columbia<ORG>; Main Mall<LOC>; Vancouver<LOC>; BC V6T 1Z4<MISC>; Canada<LOC>,University of British Columbia; Main Mall; Vancouver; BC V6T 1Z4; Canada,5
407,"University of British Columbia, Canada",University of British Columbia<ORG>; Canada<LOC>,University of British Columbia; Canada,2
7240,"University of British Columbia, Vancouver, B. C., Canada",University of British Columbia<ORG>; Vancouver<LOC>; B. C.<LOC>; Canada<LOC>,University of British Columbia; Vancouver; B. C.; Canada,4
8449,"University of British Columbia, Vancouver, B.C., Canada",University of British Columbia<ORG>; Vancouver<LOC>; B.C.<LOC>; Canada<LOC>,University of British Columbia; Vancouver; B.C.; Canada,4
7695,"University of British Columbia, Vancouver, BC, Canada; e-mail: laks@cs.ubc.ca",University of British Columbia<ORG>; Vancouver<LOC>; BC<LOC>; Canada<LOC>,University of British Columbia; Vancouver; BC; Canada,4
3993,"University of British Columbia, Vancouver, CA",University of British Columbia<ORG>; Vancouver<LOC>; CA<LOC>,University of British Columbia; Vancouver; CA,3
4136,"University of British Columbia, Vancouver, Canda",University of British Columbia<ORG>; Vancouver<LOC>; Canda<LOC>,University of British Columbia; Vancouver; Canda,3
7760,University of British Columbia; E-mail: rng@cs.ubc.ca,University of British Columbia<ORG>; E-mail<MISC>,University of British Columbia; E-mail,2
3564,University of Buenos Aires,University of Buenos Aires<ORG>,University of Buenos Aires,1
29,University of Calgary,University of Calgary<ORG>,University of Calgary,1
4422,"University of Calgary, Calgary, AB, Canada",University of Calgary<ORG>; Calgary<LOC>; AB<LOC>; Canada<LOC>,University of Calgary; Calgary; AB; Canada,4
1518,University of California,University of California<ORG>,University of California,1
1061,"University of California - Riverside, Computer Science & Engineering Department, Riverside, CA",University of California - Riverside<ORG>; Computer Science & Engineering Department<ORG>; Riverside<ORG>; CA<LOC>,University of California - Riverside; Computer Science & Engineering Department; Riverside; CA,4
1005,University of California at Berkeley,University of California at Berkeley<ORG>,University of California at Berkeley,1
5224,"University of California at Berkeley, Berkeley, CA",University of California at Berkeley<ORG>; Berkeley<LOC>; CA<ORG>,University of California at Berkeley; Berkeley; CA,3
6064,"University of California at Berkeley, Berkeley, CA, USA",University of California at Berkeley<ORG>; Berkeley<LOC>; CA<LOC>; USA<LOC>,University of California at Berkeley; Berkeley; CA; USA,4
3695,University of California at Davis,University of California<ORG>; Davis<LOC>,University of California; Davis,2
6389,"University of California at Davis, Davis, CA, USA",University of California<ORG>; Davis<LOC>; CA<LOC>; USA<LOC>,University of California; Davis; CA; USA,5
7621,University of California at Irvine,University of California<ORG>,University of California,1
3937,University of California at Los Angeles,University of California<ORG>; Los Angeles<LOC>,University of California; Los Angeles,2
3856,University of California at Riverside,University of California<ORG>; Riverside<LOC>,University of California; Riverside,2
8117,"University of California at San Diego, La Jolla, CA",University of California<ORG>; San Diego<LOC>; La Jolla<LOC>; CA<LOC>,University of California; San Diego; La Jolla; CA,4
3202,University of California at Santa Barbara,University of California<ORG>; Santa Barbara<LOC>,University of California; Santa Barbara,2
1492,"University of California at Santa Barbara, Computer Science Department, Santa Barbara",University of California<ORG>; Santa Barbara<LOC>; Computer Science Department<ORG>,University of California; Santa Barbara; Computer Science Department,4
2732,"University of California at Santa Barbara, Santa Barbara, CA",University of California<ORG>; Santa Barbara<LOC>; CA<LOC>,University of California; Santa Barbara; CA,4
7663,"University of California at Santa Cruz, Santa Cruz, CA",University of California<ORG>; Santa Cruz<LOC>; CA<LOC>,University of California; Santa Cruz; CA,4
3486,University of California Irvine,University of California<ORG>,University of California,1
6436,"University of California Irvine, Irvine, CA, USA",University of California Irvine<ORG>; Irvine<PER>; CA<LOC>; USA<LOC>,University of California Irvine; Irvine; CA; USA,4
3323,"University of California Los Angeles, Los Angeles",University of California Los Angeles<ORG>; Los Angeles<LOC>,University of California Los Angeles; Los Angeles,2
2305,"University of California Los Angeles, Los Angeles, CA",University of California Los Angeles<ORG>; Los Angeles<LOC>; CA<LOC>,University of California Los Angeles; Los Angeles; CA,3
633,University of California Riverside,University of California Riverside<ORG>,University of California Riverside,1
1365,University of California San Diego,University of California San Diego<ORG>,University of California San Diego,1
6435,"University of California San Diego, La Jolla, CA, USA",University of California San Diego<ORG>; La Jolla<LOC>; CA<LOC>; USA<LOC>,University of California San Diego; La Jolla; CA; USA,4
5542,"University of California San Diego, San Diego, CA",University of California San Diego<ORG>; San Diego<LOC>; CA<LOC>,University of California San Diego; San Diego; CA,3
4490,"University of California Santa Barbara, Santa Barbara, CA",University of California Santa Barbara<ORG>; Santa Barbara<LOC>; CA<LOC>,University of California Santa Barbara; Santa Barbara; CA,3
5779,"University of California Santa Barbara, Santa Barbara, CA, USA",University of California Santa Barbara<ORG>; Santa Barbara<LOC>; CA<LOC>; USA<LOC>,University of California Santa Barbara; Santa Barbara; CA; USA,4
4048,University of California Santa Cruz,University of California Santa Cruz<ORG>,University of California Santa Cruz,1
6144,"University of California Santa Cruz, Santa Cruz, CA, USA",University of California Santa Cruz<ORG>; Santa Cruz<LOC>; CA<LOC>; USA<LOC>,University of California Santa Cruz; Santa Cruz; CA; USA,4
1385,"University of California, Berkeley",University of California<ORG>; Berkeley<ORG>,University of California; Berkeley,2
6486,"University of California, Berkeley CA",University of California<ORG>; Berkeley CA<ORG>,University of California; Berkeley CA,2
7594,"University of California, Berkeley, Berkeley, CA",University of California<ORG>; Berkeley<ORG>; Berkeley<LOC>; CA<ORG>,University of California; Berkeley; CA,4
6278,"University of California, Berkeley, Berkeley, CA, USA",University of California<ORG>; Berkeley<ORG>; Berkeley<LOC>; CA<LOC>; USA<LOC>,University of California; Berkeley; CA; USA,5
7973,"University of California, Berkeley, Berkeley, California",University of California<ORG>; Berkeley<ORG>; Berkeley<LOC>; California<LOC>,University of California; Berkeley; California,4
3016,"University of California, Berkeley, CA",University of California<ORG>; Berkeley<ORG>; CA<LOC>,University of California; Berkeley; CA,3
7689,"University of California, Berkeley, California",University of California<ORG>; Berkeley<LOC>; California<LOC>,University of California; Berkeley; California,3
7765,"University of California, Berkeley, Computer Science Division, Berkeley, CA 94720-1776, USA; E-mail: {rshankar,bhaskar,jmh}@cs.berkeley.edu",University of California<ORG>; Berkeley<ORG>; Computer Science Division<ORG>; CA<LOC>; USA<LOC>; E-mail<MISC>,University of California; Berkeley; Computer Science Division; CA; USA; E-mail,7
2360,"University of California, Davis",University of California<ORG>; Davis<PER>,University of California; Davis,2
7866,"University of California, Davis, Department of Computer Science, One Shields Avenue, Davis, CA 95616, USA; E-mail: gertz@cs.ucdavis.edu",University of California<ORG>; Davis<ORG>; Department of Computer Science<ORG>; One Shields Avenue<MISC>; Davis<PER>; CA 95616<LOC>; USA<LOC>; E-mail<MISC>,University of California; Davis; Department of Computer Science; One Shields Avenue; CA 95616; USA; E-mail,8
117,"University of California, Irvine",University of California<ORG>; Irvine<PER>,University of California; Irvine,2
2280,"University of California, Irvine, CA",University of California<ORG>; Irvine<ORG>; CA<LOC>,University of California; Irvine; CA,3
1905,"University of California, Irvine, Irvine, CA",University of California<ORG>; Irvine<PER>; CA<ORG>,University of California; Irvine; CA,4
5640,"University of California, Irvine, Irvine, CA, USA",University of California<ORG>; Irvine<PER>; CA<LOC>; USA<LOC>,University of California; Irvine; CA; USA,5
6220,"University of California, Irvine, Irvine, California, USA",University of California<ORG>; Irvine<PER>; Irvine<LOC>; California<LOC>; USA<LOC>,University of California; Irvine; California; USA,5
8814,"University of California, Irvine, USA",University of California<ORG>; Irvine<LOC>; USA<LOC>,University of California; Irvine; USA,3
8554,"University of California, Los Angeles, CA",University of California<ORG>; Los Angeles<LOC>; CA<LOC>,University of California; Los Angeles; CA,3
7970,"University of California, Los Angeles, California",University of California<ORG>; Los Angeles<LOC>; California<LOC>,University of California; Los Angeles; California,3
196,"University of California, Riverside",University of California<ORG>; Riverside<LOC>,University of California; Riverside,2
56,"University of California, Riverside, CA",University of California<ORG>; Riverside<LOC>; CA<LOC>,University of California; Riverside; CA,3
5366,"University of California, Riverside, Riverside, CA",University of California<ORG>; Riverside<LOC>; CA<LOC>,University of California; Riverside; CA,4
8728,"University of California, Riverside, USA",University of California<ORG>; Riverside<LOC>; USA<LOC>,University of California; Riverside; USA,3
1124,"University of California, San Diego",University of California<ORG>; San Diego<LOC>,University of California; San Diego,2
3531,"University of California, San Diego La Jolla, CA",University of California<ORG>; San Diego La Jolla<LOC>; CA<LOC>,University of California; San Diego La Jolla; CA,3
9779,"University of California, San Diego, CA",University of California<ORG>; San Diego<LOC>; CA<LOC>,University of California; San Diego; CA,3
135,"University of California, San Diego, La Jolla, CA",University of California<ORG>; San Diego<LOC>; La Jolla<LOC>; CA<LOC>,University of California; San Diego; La Jolla; CA,4
1982,"University of California, Santa Barbara",University of California<ORG>; Santa Barbara<LOC>,University of California; Santa Barbara,2
45,"University of California, Santa Barbara, CA",University of California<ORG>; Santa Barbara<LOC>; CA<LOC>,University of California; Santa Barbara; CA,3
8411,"University of California, Santa Barbara, Santa Barbara, CA",University of California<ORG>; Santa Barbara<LOC>; CA<LOC>,University of California; Santa Barbara; CA,4
5651,"University of California, Santa Barbara, Santa Barbara, CA, USA",University of California<ORG>; Santa Barbara<LOC>; CA<LOC>; USA<LOC>,University of California; Santa Barbara; CA; USA,5
9310,"University of California, Santa Barbara, USA",University of California<ORG>; Santa Barbara<LOC>; USA<LOC>,University of California; Santa Barbara; USA,3
1956,"University of California, Santa Cruz",University of California<ORG>; Santa Cruz<LOC>,University of California; Santa Cruz,2
8482,"University of California, Santa Cruz, CA",University of California<ORG>; Santa Cruz<LOC>; CA<LOC>,University of California; Santa Cruz; CA,3
8273,"University of California, Santa Cruz, Santa Cruz, CA",University of California<ORG>; Santa Cruz<LOC>; CA<LOC>,University of California; Santa Cruz; CA,4
5977,"University of California, Santa Cruz, Santa Cruz, CA, USA",University of California<ORG>; Santa Cruz<LOC>; CA<LOC>; USA<LOC>,University of California; Santa Cruz; CA; USA,5
7998,"University of California, Santa Cruz, Santa Cruz, California",University of California<ORG>; Santa Cruz<LOC>; California<LOC>,University of California; Santa Cruz; California,4
8359,"University of California, USA",University of California<ORG>; USA<LOC>,University of California; USA,2
5311,"University of California: Irvine, Irvine, CA",University of California<ORG>; Irvine<PER>; CA<ORG>,University of California; Irvine; CA,4
5501,"University of California: Santa Barbara, Santa Barbara, CA",University of California<ORG>; Santa Barbara<LOC>; CA<LOC>,University of California; Santa Barbara; CA,4
7361,"University of Cambridge, Cambridge, UK",University of Cambridge<ORG>; Cambridge<LOC>; UK<LOC>,University of Cambridge; Cambridge; UK,3
8134,"University of Camerino, Italy",University of Camerino<ORG>; Italy<LOC>,University of Camerino; Italy,2
1130,University of Central Florida,University of Central Florida<ORG>,University of Central Florida,1
4911,"University of Central Florida, Orlando, FL",University of Central Florida<ORG>; Orlando<LOC>; FL<LOC>,University of Central Florida; Orlando; FL,3
8308,"University of Central Oklahoma, Edmond, OK",University of Central Oklahoma<ORG>; Edmond<LOC>,University of Central Oklahoma; Edmond,2
3445,University of Crete,University of Crete<ORG>,University of Crete,1
8392,"University of Dortmund, Dortmund, Germany",University of Dortmund<ORG>; Dortmund<LOC>; Germany<LOC>,University of Dortmund; Dortmund; Germany,3
563,University of Edinburgh,University of Edinburgh<ORG>,University of Edinburgh,1
5232,"University of Edinburgh & Bell Laboratories, Edinburgh, Scotland UK",University of Edinburgh & Bell Laboratories<ORG>; Edinburgh<LOC>; Scotland<LOC>,University of Edinburgh & Bell Laboratories; Edinburgh; Scotland,3
5172,"University of Edinburgh & Bell Laboratories, Edinburgh, United Kingdom",University of Edinburgh & Bell Laboratories<ORG>; Edinburgh<LOC>; United Kingdom<LOC>,University of Edinburgh & Bell Laboratories; Edinburgh; United Kingdom,3
7995,"University of Edinburgh, Edinburgh, Scotland",University of Edinburgh<ORG>; Edinburgh<LOC>; Scotland<LOC>,University of Edinburgh; Edinburgh; Scotland,3
5233,"University of Edinburgh, Edinburgh, Scotland UK",University of Edinburgh<ORG>; Edinburgh<LOC>; Scotland<LOC>,University of Edinburgh; Edinburgh; Scotland,3
429,"University of Edinburgh, Edinburgh, UK",University of Edinburgh<ORG>; Edinburgh<LOC>; UK<LOC>,University of Edinburgh; Edinburgh; UK,3
5993,"University of Edinburgh, Edinburgh, United Kngdm",University of Edinburgh<ORG>; Edinburgh<LOC>; United Kngdm<LOC>,University of Edinburgh; Edinburgh; United Kngdm,3
8705,"University of Edinburgh, Scotland",University of Edinburgh<ORG>; Scotland<LOC>,University of Edinburgh; Scotland,2
8208,"University of Edinburgh, Scotland, UK",University of Edinburgh<ORG>; Scotland<LOC>; UK<LOC>,University of Edinburgh; Scotland; UK,3
438,University of Florida,University of Florida<ORG>,University of Florida,1
4527,"University of Florida, Gainesville",University of Florida<ORG>; Gainesville<LOC>,University of Florida; Gainesville,2
222,"University of Florida, Gainesville, FL",University of Florida<ORG>; Gainesville<LOC>; FL<LOC>,University of Florida; Gainesville; FL,3
5723,"University of Florida, Gainesville, FL, USA",University of Florida<ORG>; Gainesville<LOC>; FL<LOC>; USA<LOC>,University of Florida; Gainesville; FL; USA,4
8779,"University of Florida, Gainesville, Gainesville, FL",University of Florida<ORG>; Gainesville<LOC>; FL<LOC>,University of Florida; Gainesville; FL,4
3524,"University of Florida, Gainesville, USA",University of Florida<ORG>; Gainesville<LOC>; USA<LOC>,University of Florida; Gainesville; USA,3
3661,University of Freiburg,University of Freiburg<ORG>,University of Freiburg,1
3266,"University of Freiburg, Georges-Köhler-Allee, Freiburg, Germany",University of Freiburg<ORG>; Georges-Köhler-Allee<PER>; Freiburg<LOC>; Germany<LOC>,University of Freiburg; Georges-Köhler-Allee; Freiburg; Germany,4
491,"University of Genoa, Genoa, Italy",University of Genoa<ORG>; Genoa<ORG>; Italy<LOC>,University of Genoa; Genoa; Italy,3
4513,"University of Genova, Italy",University of Genova<ORG>; Italy<LOC>,University of Genova; Italy,2
3650,University of Glasgow,University of Glasgow<ORG>,University of Glasgow,1
3362,University of Halle,University of Halle<ORG>,University of Halle,1
7242,"University of Halle, Germany",University of Halle<ORG>; Germany<LOC>,University of Halle; Germany,2
472,University of Hannover,University of Hannover<ORG>,University of Hannover,1
5010,"University of Heidelberg, Germany",University of Heidelberg<ORG>; Germany<LOC>,University of Heidelberg; Germany,2
6390,"University of Heidelberg, Heidelberg, Germany",University of Heidelberg<ORG>; Heidelberg<LOC>; Germany<LOC>,University of Heidelberg; Heidelberg; Germany,3
8072,"University of Heidelberg, Institut für Informatik, Germany","University of Heidelberg<ORG>; Institut für Informatik, Germany<ORG>","University of Heidelberg; Institut für Informatik, Germany",2
4865,University of Helsinki,University of Helsinki<ORG>,University of Helsinki,1
8286,"University of Helsinki, Finland",University of Helsinki<ORG>; Finland<LOC>,University of Helsinki; Finland,2
2419,University of Hong Kong,University of Hong Kong<ORG>,University of Hong Kong,1
120,"University of Hong Kong, Hong Kong",University of Hong Kong<ORG>; Hong Kong<LOC>,University of Hong Kong; Hong Kong,2
5554,"University of Hong Kong, Hong Kong, Hong Kong",University of Hong Kong<ORG>; Hong Kong<LOC>,University of Hong Kong; Hong Kong,3
7083,"University of Hong Kong, Pokfulam Road, Hong Kong",University of Hong Kong<ORG>; Pokfulam Road<LOC>; Hong Kong<LOC>,University of Hong Kong; Pokfulam Road; Hong Kong,3
5382,"University of Houston, Houston, TX",University of Houston<ORG>; Houston<LOC>; TX<LOC>,University of Houston; Houston; TX,3
6403,"University of Houston, Houston, TX, USA",University of Houston<ORG>; Houston<LOC>; TX<LOC>; USA<LOC>,University of Houston; Houston; TX; USA,4
5703,"University of Ilinois at Urbana Champaign, Urbana, IL, USA",University of Ilinois<ORG>; Urbana Champaign<LOC>; Urbana<LOC>; IL<LOC>; USA<LOC>,University of Ilinois; Urbana Champaign; Urbana; IL; USA,5
296,University of Illinois,University of Illinois<ORG>,University of Illinois,1
3078,University of Illinois at Chicago,University of Illinois<ORG>; Chicago<LOC>,University of Illinois; Chicago,2
787,"University of Illinois at Chicago, Chicago, IL",University of Illinois<ORG>; Chicago<LOC>; IL<LOC>,University of Illinois; Chicago; IL,4
5659,"University of Illinois at Chicago, Chicago, IL, USA",University of Illinois<ORG>; Chicago<LOC>; IL<LOC>; USA<LOC>,University of Illinois; Chicago; IL; USA,5
8663,"University of Illinois at Urbana Champaign, Champaign, USA",University of Illinois<ORG>; Urbana Champaign<LOC>; Champaign<LOC>; USA<LOC>,University of Illinois; Urbana Champaign; Champaign; USA,4
